id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
262,DT Exchange (Fyber Monetization Ltd.),"[1, 2, 3, 4, 5, 7]",[],[],[],[3],[2],,False,False,True,"{'stdRetention': 12, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.digitalturbine.com/privacy-policy/'}]","[1, 2, 3, 11]",https://cdn2.inner-active.mobi/deviceStorageDisclosure/deviceStorageDisclosureUrl.json,,
263,"Nativo, Inc.","[1, 3, 4]","[2, 7, 9, 10]",[],"[1, 2]",[2],[],31536000.0,True,True,True,"{'stdRetention': 730, 'purposes': {'2': 0, '3': 45, '4': 45}, 'specialPurposes': {'2': 0}}","[{'langId': 'en', 'privacy': 'https://www.nativo.com/interest-based-ads', 'legIntClaim': 'https://www.nativo.com/interest-based-ads#how-we-use-your-personal-data-and-why'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://iab.nativo.com/tcf-disclosures.json,,
264,Adobe Advertising Cloud,"[1, 2, 3, 4, 10]",[7],[2],"[1, 2]",[3],[],31536000.0,True,False,False,"{'stdRetention': 760, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.adobe.com/privacy/experience-cloud.html', 'legIntClaim': 'https://www.adobe.com/privacy/experience-cloud.html'}]","[1, 3, 5, 11]",https://gvl2.s3.eu-west-1.amazonaws.com/deviceStorageDisclosures.json,,
270,"Marfeel Solutions, SL",[1],[],[],[],[],[],7776000.0,True,False,False,"{'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.marfeel.com/privacy-policy/'}]","[1, 2, 8]",https://live.mrf.io/statics/marfeel/resources/lib/deviceStorage/touch.json,,
272,A.Mob,"[1, 2, 3, 4, 7, 9, 10]",[],[],[],"[1, 2, 3]","[1, 2]",34128000.0,True,False,True,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.we-are-adot.com/privacy-policy/'}, {'langId': 'en', 'privacy': 'https://we-are-adot.com/en/privacy-policy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://assets.adotmob.com/tcf/tcf.json,,
273,Bannerflow AB,"[1, 4]",[7],[],"[1, 2]",[],[],31556952.0,True,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.bannerflow.com/privacy', 'legIntClaim': 'https://www.bannerflow.com/privacy'}]",[1],https://shared.bannerflow.com/deviceStorage.json,,
274,Golden Bees,"[1, 2, 3, 4, 7, 8, 10]",[],[],"[1, 2]",[],[],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://applies.goldenbees.fr/privacyPolicy/fr', 'legIntClaim': 'https://applies.goldenbees.fr/privacyPolicy/fr'}]","[1, 2, 6, 8, 11]",https://cdn.goldenbees.fr/proxy?attachment=0&url=http%3A%2F%2Fstatic.goldenbees.fr%2Fcdn%2Fjs%2Fcmp%2FdeviceStorage.json,{'httpGetLimit': 32},
275,TabMo SAS,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],,False,False,True,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://hawk-tech.io/privacy-policy/', 'legIntClaim': 'https://hawk-tech.io/privacy-policy/'}, {'langId': 'en', 'privacy': 'https://hawk-tech.io/privacy-policy/', 'legIntClaim': 'https://hawk-tech.io/privacy-policy/'}, {'langId': 'de', 'privacy': 'https://hawk-tech.io/de/datenschutz-bestimmungen/', 'legIntClaim': 'https://hawk-tech.io/privacy-policy/'}]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",https://static.tabmo.io/privacy-policy/tcf-disclosures.json,{'httpGetLimit': 32},
276,ShowHeroes SRL,"[1, 3, 4, 9, 10]","[2, 7, 8]","[2, 7, 8]","[1, 2]",[1],[],33955200.0,True,True,False,"{'stdRetention': 393, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.iubenda.com/privacy-policy/41798584', 'legIntClaim': 'https://showheroes.atlassian.net/l/cp/2TD1qus0'}]","[1, 3, 8, 11]",https://static-origin.showheroes.com/gvl_storage_disclosure.json,,
278,Integral Ad Science (incorporating ADmantX),[],"[7, 10]","[7, 10]",[1],"[1, 3]",[],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://integralads.com/ias-privacy-data-management/policies/', 'legIntClaim': 'https://integralads.com/ias-privacy-data-management/policies/'}]","[1, 2, 6, 8, 11]",https://static.adsafeprotected.com/iab/ias.json,,
279,Mirando GmbH &amp; Co KG,[],"[2, 7]","[2, 7]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://get.mirando.de/download/gdpr.php', 'legIntClaim': 'https://get.mirando.de/download/gdpr.php'}]","[1, 2, 6, 8, 11]",https://get.mirando.de/download/gdpr.php,,
280,Open Web Technologies Ltd,"[1, 3, 4]","[2, 7, 10]","[2, 7, 10]","[1, 2]",[],[],31536000.0,True,False,True,"{'stdRetention': 90, 'purposes': {'7': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.openweb.com/legal-and-privacy/privacy/', 'legIntClaim': 'https://www.openweb.com/legal-and-privacy/privacy/'}]","[1, 2, 3, 6, 7, 8, 10, 11]",https://spotim-prd-static-assets.s3.amazonaws.com/iab/device-storage.json,,
281,Wizaly,"[1, 7, 8, 9]",[],"[7, 8, 9]",[],"[1, 2]",[],31536000.0,True,True,True,"{'stdRetention': 1095, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.wizaly.com/terms-of-use#privacy-policy', 'legIntClaim': 'https://www.wizaly.com/terms-of-use#privacy-policy'}, {'langId': 'fr', 'privacy': 'https://www.wizaly.fr/mentions-legales#politique-de-confidentialite', 'legIntClaim': 'https://www.wizaly.fr/mentions-legales#politique-de-confidentialite'}]","[1, 2, 5, 6, 8, 11]",https://t.wizaly.com/iab-tcf-vendor-device-storage-and-operational-disclosures.json,,
282,Welect GmbH,[1],[2],[2],[2],[],[],1209600.0,True,True,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.welect.de/datenschutz', 'legIntClaim': 'https://www.welect.de/datenschutz'}, {'langId': 'en', 'privacy': 'https://www.de.welect.de/en/privacy-policy/', 'legIntClaim': 'https://www.de.welect.de/en/privacy-policy/'}]",[1],https://www.welect.de/deviceStorage.json,{'httpGetLimit': 128},
284,Weborama,"[1, 3, 4, 5, 6, 10]","[2, 7, 8, 9, 11]",[],[2],"[1, 2, 3]",[],33955200.0,True,False,True,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://weborama.com/respect-de-la-vie-privee-2-2/', 'legIntClaim': 'https://weborama.com/politique-de-confidentialite/#interet-legitime-weborama'}, {'langId': 'en', 'privacy': 'https://weborama.com/en/privacy-2/', 'legIntClaim': 'https://weborama.com/en/privacy-2/#legitimate-interest'}, {'langId': 'it', 'privacy': 'https://weborama.com/it/privacy-3/', 'legIntClaim': 'https://weborama.com/it/privacy-3/#interesse-legittimo'}, {'langId': 'es', 'privacy': 'https://weborama.com/es/privacidad/', 'legIntClaim': 'https://weborama.com/it/privacy-3/#interesse-legittimo'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://weborama.com/deviceStorage.json,,
285,"Comcast International France SAS/FreeWheel Media, Inc.","[1, 2, 4]","[7, 10]","[2, 7, 10]","[1, 2]",[3],[],15768000.0,True,True,True,"{'stdRetention': 547, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.freewheel.com/privacy-policy', 'legIntClaim': 'https://www.freewheel.com/privacy-policy#tab2_section2_4'}, {'langId': 'nl', 'privacy': 'https://www.freewheel.com/privacy-policy/nl', 'legIntClaim': 'https://www.freewheel.com/privacy-policy/nl#tab2_section2_4'}, {'langId': 'fr', 'privacy': 'https://www.freewheel.com/privacy-policy/fr', 'legIntClaim': 'https://www.freewheel.com/privacy-policy/fr#tab2_section2_4'}, {'langId': 'it', 'privacy': 'https://www.freewheel.com/privacy-policy/it', 'legIntClaim': 'https://www.freewheel.com/privacy-policy/it#tab2_section2_4'}, {'langId': 'es', 'privacy': 'https://www.freewheel.com/privacy-policy/es', 'legIntClaim': 'https://www.freewheel.com/privacy-policy/es#tab2_section2_4'}, {'langId': 'de', 'privacy': 'https://www.freewheel.com/privacy-policy/de', 'legIntClaim': 'https://www.freewheel.com/privacy-policy/de#tab2_section2_4'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://iab.fwmrm.net/g/devicedisclosure.json,,
290,Readpeak Oy,"[1, 3, 4]","[2, 7, 10]","[2, 7, 10]","[1, 2]",[3],[],7776000.0,True,True,False,"{'stdRetention': 180, 'purposes': {'7': 4320, '10': 4320}, 'specialPurposes': {'2': 4320}}","[{'langId': 'en', 'privacy': 'https://www.readpeak.com/terms/readpeak-privacy-policy', 'legIntClaim': 'https://www.readpeak.com/terms/legitimate-interest-assessment-lia'}]","[1, 2, 3, 6, 8, 11]",https://static.readpeak.com/tcf/deviceStorage.json,,
293,"SpringServe, LLC",[1],"[2, 7, 10]","[2, 7, 10]","[1, 2]",[3],"[1, 2]",31449600.0,True,False,False,"{'stdRetention': 28, 'purposes': {'10': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://springserve.com/privacy-policy/', 'legIntClaim': 'https://springserve.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 9, 11]",https://cdn.springserve.com/springserve/devicestoragedisclosures.json,,
294,Jivox Corporation,"[1, 2, 3, 4, 7]",[],"[2, 7]","[1, 2]","[1, 2, 3]",[1],2592000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.createwithnova.com/privacy', 'legIntClaim': 'https://www.createwithnova.com/privacy'}]","[1, 3, 6, 8, 9, 10, 11]",https://cdn.jivox.com/files/privacy/deviceStorage.json,{'httpGetLimit': 32},
297,Polar Mobile Group Inc.,[],"[2, 7, 8, 10]","[2, 7, 8, 10]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 3650, 'purposes': {'2': 1095}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://privacy.createwithnova.io/', 'legIntClaim': 'https://privacy.createwithnova.io/'}]","[1, 2, 6, 11]",https://static.polarcdn.com/iab/tcf2/vdsod.json,,
301,zeotap GmbH,"[1, 3, 4, 5, 6, 9, 10]",[],[],[],"[1, 2, 3]",[],31536000.0,True,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://zeotap.com/product-privacy-policy/'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://spl.zeotap.com/assets/iab-disclosure.json,,
302,Mobile Professionals BV / Sage&amp;Archer BV,[2],[],[],[],[3],[1],,False,False,False,"{'purposes': {'2': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://mobpro.com/privacy.html'}]",[8],https://static.sage-archer.com/choice/iab.json,,
304,On Device Research Limited,"[1, 2, 3]",[],[],[],"[1, 2, 3]",[1],2592000.0,True,False,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://s.on-device.com/privacyPolicy'}]","[1, 2, 3, 6, 7, 8, 9]",https://on-device.com/deviceStorage.json,,
308,Rockabox Media Ltd,[],"[2, 7]",[],"[1, 2]",[],[1],,False,False,False,"{'stdRetention': 3, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.scoota.com/privacy', 'legIntClaim': 'https://www.scoota.com/privacy'}]","[1, 2, 6, 8]",https://legal.scoota.com/tcfv2.json,,
311,Mobfox US LLC,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2]",[3],[1],1209600.0,True,True,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {'1': 365}}","[{'langId': 'en', 'privacy': 'https://www.mobfox.com/privacy-policy/', 'legIntClaim': 'https://www.mobfox.com/privacy-policy/'}]","[1, 2, 3, 4, 8, 9]",https://old.mobfox.com/disclosures.json,,
312,Exactag GmbH,"[1, 7, 8]",[],[],[],[2],[],15552000.0,True,True,False,"{'stdRetention': 210, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://exactag.com/privacy-policy/', 'legIntClaim': 'https://exactag.com/privacy-policy/'}]","[1, 2, 3, 5, 6, 11]",https://cdn.exactag.com/.well-known/deviceStorage.json,{'httpGetLimit': 128},
314,Keymantics,"[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7, 9, 10]","[1, 2]",[],[],2592000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.kmtx.com/privacy/', 'legIntClaim': 'https://www.kmtx.com/privacy/'}]","[2, 6]",https://cdn.keymantics.com/.well-known/deviceStorage.json,,
315,Celtra Inc.,"[4, 10]","[2, 7]",[],"[1, 2]",[3],[1],,False,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.celtra.com/privacy', 'legIntClaim': 'https://www.celtra.com/privacy'}]","[1, 2, 3, 9]",https://tcf.celtra.com/payload.json,{'httpGetLimit': 32},
317,mainADV Srl,"[1, 2, 3, 4, 5, 6, 7]",[],[],"[1, 2]",[],[],2592000.0,True,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.mainad.com/privacy-policy/', 'legIntClaim': 'https://www.mainad.com/privacy-policy/'}]","[1, 2, 3, 6, 7, 8, 11]",https://www.mainad.com/deviceStorage.json,{'httpGetLimit': 32},
318,Accorp Sp. z o.o.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[],31536000.0,True,False,False,"{'stdRetention': 720, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://instytut-pollster.pl/privacy-policy/index.html', 'legIntClaim': 'https://instytut-pollster.pl/privacy-policy/index.html'}, {'langId': 'pl', 'privacy': 'https://instytut-pollster.pl/privacy-policy/index.html', 'legIntClaim': 'https://instytut-pollster.pl/privacy-policy/index.html'}]","[1, 2, 3, 6, 7, 10, 11]",https://content.pollster.pl/deviceStorage,,
319,"Clipcentric, Inc.",[1],"[2, 7]","[2, 7]","[1, 2]",[],[1],31536000.0,True,True,True,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {'1': 365}}","[{'langId': 'en', 'privacy': 'https://clipcentric.com/privacy.bhtml', 'legIntClaim': 'https://clipcentric.com/privacy.bhtml#adViewersProcessingGrounds'}]","[1, 2, 6, 8, 9, 11]",https://clipcentric.com/.well-known/deviceStorage.json,,
321,Ziff Davis LLC,"[1, 3, 4, 5, 6, 9]","[2, 7, 8, 10]","[2, 7, 8, 10]","[1, 2]",[2],[],15552000.0,True,False,False,"{'stdRetention': 1080, 'purposes': {'2': 360, '3': 360, '4': 360, '5': 360, '6': 360}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.ziffdavis.com/privacy-policy', 'legIntClaim': 'https://www.ziffdavis.com/privacy-policy#lawful'}, {'langId': 'fr', 'privacy': 'https://www.ziffdavis.com/privacy-policy-f/', 'legIntClaim': 'https://www.ziffdavis.com/privacy-policy-f/#lawful'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://static.ziffdavis.com/jst/zdcookiedisclosure.json,,
323,Footballco Media Limited,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]","[1, 2]",34190000.0,True,True,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.goal.com/en-gb/legal/privacy-policy'}]",[1],https://www.footballco.com/gvl-device-storage.json,,
325,Knorex,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],"[1, 2]","[1, 2, 3]",[1],63071999.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.knorex.com/privacy', 'legIntClaim': 'https://www.knorex.com/privacy'}]","[3, 4, 7, 11]",https://cdn.brand-display.com/gvl/deviceStorageDisclosure.json,,
326,AdTiming Technology Company Limited,"[1, 2, 3, 4, 7]",[],[],"[1, 2]",[],[],2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.adtiming.com/en/privacypolicy.html', 'legIntClaim': 'https://www.adtiming.com/en/privacypolicy.html'}]","[1, 2, 3, 6]",https://img.adtiming.com/webrt/AdTiming.TCFv2.json,,
328,Gemius SA,"[1, 2, 3, 4, 7, 8, 9, 10]",[],[],[],[2],[],157680000.0,True,True,True,"{'stdRetention': 1096, 'purposes': {'3': 1, '4': 30, '8': 1827, '10': 1827}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.gemius.com/privacy-policy.html'}]","[2, 3, 6, 10, 11]",https://gemius.com/Gemius_SA_Vendor_Device_Storage.json,,
329,Browsi,"[1, 7, 8]",[],[],[],[],[],31536000.0,True,True,True,"{'purposes': {'7': 730, '8': 400}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://browsi.com/privacy-policy-2/'}]","[1, 2, 4, 6, 11]",https://cdn.browsiprod.com/ads/tcf.json,,
331,ad6media,"[1, 3, 4, 7, 8, 9, 10]",[],[],"[1, 2]",[3],[2],31536000.0,True,True,True,"{'stdRetention': 730, 'purposes': {'3': 365, '4': 365}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.ad6media.fr/privacy', 'legIntClaim': 'https://www.ad6media.fr/privacy'}]","[1, 2, 4, 5, 6, 8, 10, 11]",https://www.ad6media.fr/tcf.json,,
333,InMobi Pte Ltd,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],"[1, 2]","[1, 2, 3]","[1, 2]",,False,False,True,"{'stdRetention': 395, 'purposes': {'2': 30}, 'specialPurposes': {'1': 30, '2': 30}}","[{'langId': 'en', 'privacy': 'https://www.inmobi.com/privacy-policy-for-eea', 'legIntClaim': 'https://www.inmobi.com/privacy-policy-for-eea'}, {'langId': 'pt', 'privacy': 'https://www.inmobi.com/privacy-policy-por', 'legIntClaim': 'https://www.inmobi.com/privacy-policy-por'}, {'langId': 'es', 'privacy': 'https://www.inmobi.com/privacy-policy-es', 'legIntClaim': 'https://www.inmobi.com/privacy-policy-es'}]","[1, 2, 3, 4, 6, 7, 8, 9, 10]",https://publisher.inmobi.com/public/disclosure,,
336,Telecoming S.A.,[],"[2, 7, 9]",[2],"[1, 2]",[3],[],,False,False,False,"{'stdRetention': 3650, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.telecoming.com/privacy-policy/', 'legIntClaim': 'https://www.telecoming.com/privacy-policy/'}]","[1, 3, 4]",https://telecoming.rtb.lynxio.org/deviceStorageDisclosureURL.json,{'httpGetLimit': 128},
337,"SheMedia, LLC","[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.shemedia.com/ad-services-privacy-policy', 'legIntClaim': 'https://www.shemedia.com/ad-services-privacy-policy'}]","[1, 2, 4, 5, 6, 7, 8, 10, 11]",https://ads.shemedia.com/static/tcfdisclosures.json,,
343,DIGITEKA Technologies,[1],"[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 3]",[1],34300800.0,True,False,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.ultimedia.com/POLICY.html', 'legIntClaim': 'https://www.ultimedia.com/default/presentation/politiqueconfidentialite'}]","[1, 2, 6, 7, 8, 9, 11]",https://www.ultimedia.com/deliver/documents/disclosures,,
345,The Kantar Group Limited,"[1, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]","[1, 2]",78892380.0,True,True,True,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.kantar.com/cookies-policies'}]","[1, 2, 3, 6, 8, 11]",https://secure.insightexpressai.com/DeviceStorageDisclosure.json,,
347,Ezoic Inc.,"[1, 7, 8, 9, 10]",[],[],[],[3],[1],220752000.0,True,True,False,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.ezoic.com/terms/'}]","[1, 2, 6, 11]",https://privacy.ezodn.com/storage_disclosure.json,,
350,"Samba TV, Inc.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],"[2, 7, 8, 9, 10]",[1],"[1, 2, 3]",[],33696000.0,True,True,False,"{'purposes': {'2': 395, '3': 395, '4': 395, '5': 395, '6': 395, '7': 1125, '8': 1125, '9': 1125, '10': 1125}, 'specialPurposes': {'1': 1125}}","[{'langId': 'en', 'privacy': 'https://samba.tv/users/privacy-policy?lang=en', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=en#sec-11'}, {'langId': 'ar', 'privacy': 'https://samba.tv/users/privacy-policy?lang=ar', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=ar#sec-11'}, {'langId': 'bg', 'privacy': 'https://samba.tv/users/privacy-policy?lang=bg', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=bg#sec-11'}, {'langId': 'bs', 'privacy': 'https://samba.tv/users/privacy-policy?lang=bs', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=bs#sec-11'}, {'langId': 'ca', 'privacy': 'https://samba.tv/users/privacy-policy?lang=ca', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=ca#sec-11'}, {'langId': 'cs', 'privacy': 'https://samba.tv/users/privacy-policy?lang=cs', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=cs#sec-11'}, {'langId': 'da', 'privacy': 'https://samba.tv/users/privacy-policy?lang=da', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=da#sec-11'}, {'langId': 'de', 'privacy': 'https://samba.tv/users/privacy-policy?lang=de', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=de#sec-11'}, {'langId': 'el', 'privacy': 'https://samba.tv/users/privacy-policy?lang=el', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=el#sec-11'}, {'langId': 'es', 'privacy': 'https://samba.tv/users/privacy-policy?lang=es', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=es#sec-11'}, {'langId': 'et', 'privacy': 'https://samba.tv/users/privacy-policy?lang=et', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=et#sec-11'}, {'langId': 'fi', 'privacy': 'https://samba.tv/users/privacy-policy?lang=fi', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=fi#sec-11'}, {'langId': 'fr', 'privacy': 'https://samba.tv/users/privacy-policy?lang=fr', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=fr#sec-11'}, {'langId': 'hr', 'privacy': 'https://samba.tv/users/privacy-policy?lang=hr', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=hr#sec-11'}, {'langId': 'hu', 'privacy': 'https://samba.tv/users/privacy-policy?lang=hu', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=hu#sec-11'}, {'langId': 'it', 'privacy': 'https://samba.tv/users/privacy-policy?lang=it', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=it#sec-11'}, {'langId': 'ja', 'privacy': 'https://samba.tv/users/privacy-policy?lang=ja', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=ja#sec-11'}, {'langId': 'lt', 'privacy': 'https://samba.tv/users/privacy-policy?lang=lt', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=lt#sec-11'}, {'langId': 'lv', 'privacy': 'https://samba.tv/users/privacy-policy?lang=lv', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=lv#sec-11'}, {'langId': 'nl', 'privacy': 'https://samba.tv/users/privacy-policy?lang=nl', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=nl#sec-11'}, {'langId': 'no', 'privacy': 'https://samba.tv/users/privacy-policy?lang=no', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=no#sec-11'}, {'langId': 'pl', 'privacy': 'https://samba.tv/users/privacy-policy?lang=pl', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=pl#sec-11'}, {'langId': 'pt', 'privacy': 'https://samba.tv/users/privacy-policy?lang=pt', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=pt#sec-11'}, {'langId': 'ro', 'privacy': 'https://samba.tv/users/privacy-policy?lang=ro', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=ro#sec-11'}, {'langId': 'ru', 'privacy': 'https://samba.tv/users/privacy-policy?lang=ru', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=ru#sec-11'}, {'langId': 'sk', 'privacy': 'https://samba.tv/users/privacy-policy?lang=sk', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=sk#sec-11'}, {'langId': 'sl', 'privacy': 'https://samba.tv/users/privacy-policy?lang=sl', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=sl#sec-11'}, {'langId': 'sv', 'privacy': 'https://samba.tv/users/privacy-policy?lang=sv', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=sv#sec-11'}, {'langId': 'tr', 'privacy': 'https://samba.tv/users/privacy-policy?lang=tr', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=tr#sec-11'}, {'langId': 'zh', 'privacy': 'https://samba.tv/users/privacy-policy?lang=zh', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=zh#sec-11'}, {'langId': 'sr - cyrl', 'privacy': 'https://samba.tv/users/privacy-policy?lang=sr', 'legIntClaim': 'https://samba.tv/users/privacy-policy?lang=sr#sec-11'}]","[1, 3, 4, 6, 8, 10, 11]",https://ads.samba.tv/disclosures.json,{'httpGetLimit': 128},
